,County,Population,State,mergedkeycol,Housing Data.Residing in Group Quarters,Housing Data.Total Housing Units,Vehicle Access.1 Mile,Vehicle Access.1/2 Mile,Vehicle Access.10 Miles,Vehicle Access.20 Miles,Low Access Numbers.Children.1 Mile,Low Access Numbers.Children.1/2 Mile,Low Access Numbers.Children.10 Miles,Low Access Numbers.Children.20 Miles,Low Access Numbers.Low Income People.1 Mile,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.Low Income People.10 Miles,Low Access Numbers.Low Income People.20 Miles,Low Access Numbers.People.1 Mile,Low Access Numbers.People.1/2 Mile,Low Access Numbers.People.10 Miles,Low Access Numbers.People.20 Miles,Low Access Numbers.Seniors.1 Mile,Low Access Numbers.Seniors.1/2 Mile,Low Access Numbers.Seniors.10 Miles,Low Access Numbers.Seniors.20 Miles,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Income.Median Houseold Income,Income.Per Capita Income,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2020 Population,Population.2010 Population,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Retail Sales,Employment.Firms.Total,Employment.Firms.Women-Owned,Employment.Firms.Men-Owned,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Veteran-Owned,Employment.Firms.Nonveteran-Owned
3088,ozaukeecounty,86395,wi,ozaukeecountywi,1804,34228,556,970,0.0,0,11940,17922,4,0,7591,11635,1,0,49566.0,74624,14,0,6904,10896.0,3,0,20.4,21.2,5.2,49.0,96.8,7021.0,0.3,2.6,1.7,3.1,0.0,1.5,93.8,91.0,75.9,35807.0,37989.0,282500.0,2.43,85215,49030,4.8,233.08,5.6,87.8,2762930.0,23.7,50.8,4037.0,91503,86395,370.7,134751.0,1227995.0,9532,2639,5468,366.0,8752,587,8507
3089,pepincounty,7469,wi,pepincountywi,136,3051,113,158,0.0,0,1310,1619,0,0,1639,2055,0,0,5755.0,7019,0,0,989,2416.0,0,0,23.5,20.8,5.5,20.6,91.0,573.0,0.4,0.4,0.5,2.2,0.0,1.0,97.7,95.9,79.8,3070.0,3698.0,151600.0,2.34,54583,30827,1.4,231.98,4.7,93.2,740163.0,26.8,49.3,482.0,7318,7469,32.2,44746.0,80241.0,619,149,371,0.0,604,73,532
3090,piercecounty,41019,wi,piercecountywi,2766,15002,286,403,70.0,0,5757,7657,938,0,4204,6647,1125,0,23463.0,32044,4152,0,2767,3661.0,721,0,15.3,20.6,4.9,29.2,95.1,2660.0,0.5,1.2,0.9,2.3,0.0,1.6,95.7,93.8,72.2,15593.0,16802.0,208700.0,2.52,72323,33061,2.1,573.75,3.6,80.0,516479.0,26.4,50.2,2393.0,42212,41019,71.5,38243.0,256501.0,3204,1061,1611,32.0,3091,311,2678
3091,polkcounty,44205,wi,polkcountywi,461,18004,426,510,10.0,0,7990,9109,190,0,9662,11152,266,0,33458.0,38348,918,0,4786,5845.0,148,0,21.3,20.6,4.9,20.9,93.8,3306.0,1.1,0.6,0.5,1.9,0.0,1.4,96.4,94.9,78.9,18450.0,24967.0,169700.0,2.33,59994,30859,1.2,913.96,2.4,89.4,995321.0,29.5,49.6,3088.0,44977,44205,48.4,42249.0,452007.0,4721,1248,2642,60.0,4455,442,3980
3092,portagecounty,70019,wi,portagecountywi,3509,27814,601,1163,33.0,0,8657,12512,555,0,8039,14328,550,0,16444.5,55338,2229,0,4770,7076.0,297,0,17.3,19.0,4.9,32.9,93.9,4034.0,0.5,3.1,1.0,3.4,0.0,1.5,93.8,90.9,69.0,9917.5,31240.0,168100.0,2.35,58853,31453,3.9,800.68,6.1,81.9,1383021.0,19.2,49.5,3933.0,70377,70019,87.4,112379.0,933881.0,5074,1240,2713,133.0,4712,463,4240
3093,pricecounty,14159,wi,pricecountywi,204,6329,277,318,26.0,0,2177,2399,375,0,3665,4094,711,0,11672.0,12736,2005,0,2377,2615.0,394,0,26.5,17.9,4.4,16.5,91.8,1104.0,0.8,0.7,0.7,1.9,0.9,1.6,95.2,93.7,77.8,6688.0,11454.0,122500.0,1.98,47956,28882,1.8,1254.38,3.5,87.2,502046.0,20.3,48.9,1179.0,14054,14159,11.3,11840.0,126444.0,1406,358,883,35.0,1339,118,1190
3094,racinecounty,195408,wi,racinecountywi,4995,75651,778,3577,0.0,0,15912,36544,0,0,11966,40049,0,0,69781.0,150249,0,0,9370,19697.0,0,0,17.1,22.9,6.0,25.2,90.5,9775.0,0.7,1.3,12.0,13.6,0.1,2.6,83.3,71.4,67.6,76974.0,83140.0,176000.0,2.47,61336,31572,4.7,332.5,9.4,87.3,8100087.0,24.4,50.4,12363.0,197727,195408,587.7,251682.0,2181963.0,12568,4483,6366,1970.0,10050,1122,10808
3095,richlandcounty,18021,wi,richlandcountywi,336,7349,413,417,62.0,0,4165,4194,891,0,5751,5814,1395,0,16444.5,18003,3605,0,3143,3243.0,610,0,23.6,21.7,5.1,19.0,90.1,1205.0,0.5,0.8,0.9,2.5,0.1,1.1,96.6,94.4,74.7,9917.5,9062.0,139900.0,2.26,51947,27597,2.5,586.15,5.1,89.8,682138.0,26.0,49.5,1204.0,17304,18021,30.7,11273.0,200270.0,1652,426,945,71.0,1490,136,1413
3096,rockcounty,160331,wi,rockcountywi,2934,62905,1808,3004,0.0,0,22098,34135,0,0,26284,42692,0,0,90073.0,135413,0,0,12317,2416.0,0,0,17.1,22.9,6.0,22.1,90.8,8186.0,0.6,1.3,5.3,9.1,0.1,2.5,90.3,82.3,68.4,64739.0,69436.0,146200.0,2.46,57875,28945,4.6,718.14,8.1,86.0,4474211.0,22.9,50.7,10435.0,163687,160331,223.3,236242.0,2215179.0,11239,3404,6295,889.0,9902,1047,9473
3097,ruskcounty,14755,wi,ruskcountywi,174,6232,210,285,7.0,0,2698,3119,953,2,4376,5247,1638,5,11873.0,13870,4567,12,2315,2416.0,930,3,24.8,20.3,5.2,16.6,88.0,1015.0,0.7,0.3,1.3,2.0,0.0,1.5,96.1,94.4,79.1,6376.0,9308.0,113400.0,2.18,47532,25854,1.1,913.59,2.8,87.2,423502.0,23.9,49.1,1166.0,14188,14755,16.2,8946.0,145300.0,1312,343,713,0.0,1262,43,1193
3098,saukcounty,61976,wi,saukcountywi,858,25192,525,864,7.0,0,7268,10774,82,0,8364,12505,86,0,31150.0,45146,252,0,4511,6681.0,20,0,19.1,22.7,5.9,24.1,90.9,4603.0,1.4,0.7,1.3,5.4,0.0,1.4,95.1,90.4,68.9,26222.0,30744.0,182200.0,2.41,59943,30990,3.0,830.9,6.4,85.6,1669549.0,22.0,50.2,4127.0,65763,61976,74.6,542565.0,990808.0,5411,1399,2817,96.0,5082,465,4585
3099,sawyercounty,16557,wi,sawyercountywi,325,7038,252,307,47.0,0,2741,3093,477,1,5064,5711,1129,3,13630.0,14992,3297,17,2848,3109.0,793,7,26.7,19.2,4.7,24.2,92.3,1567.0,17.7,0.4,0.7,2.9,0.1,3.1,78.2,76.7,74.0,7796.0,16671.0,168400.0,2.06,47714,31772,1.7,1257.31,4.5,86.0,256747.0,21.1,48.8,1290.0,18074,16557,13.2,67156.0,238120.0,2081,334,1259,136.0,1856,232,1654
3100,shawanocounty,41949,wi,shawanocountywi,794,17019,417,592,60.0,0,7247,8429,1004,0,8808,10754,1441,0,32052.0,37480,4216,0,5784,6975.0,682,0,21.6,21.4,5.4,15.7,91.4,2482.0,8.6,0.5,0.6,2.9,0.1,2.2,88.0,86.2,77.3,17004.0,20989.0,136700.0,2.37,56531,29338,1.2,893.06,2.8,90.5,633221.0,23.6,49.6,2783.0,40881,41949,47.0,44746.0,397144.0,3375,631,2029,158.0,3060,249,2894
3101,sheboygancounty,115507,wi,sheboygancountywi,3023,46390,451,1421,4.0,0,9449,18338,155,0,7518,16411,92,0,43067.0,79355,658,0,6059,11520.0,67,0,18.5,21.9,5.5,25.1,93.2,5449.0,0.6,5.8,2.3,6.7,0.1,1.7,89.6,83.5,70.0,47738.0,51436.0,159700.0,2.35,60696,31510,5.6,511.27,9.6,88.2,7346168.0,18.2,49.6,6560.0,118034,115507,225.9,188755.0,1400026.0,7003,2082,3700,395.0,6268,557,5909
3102,st.croixcounty,84345,wi,st.croixcountywi,850,31799,443,764,3.0,0,16419,20659,89,0,8265,11473,73,0,59109.0,75308,341,0,5148,7155.0,32,0,14.7,24.5,6.0,35.4,96.2,6639.0,0.5,1.1,0.9,2.6,0.0,1.6,95.9,93.6,76.8,34182.0,36822.0,244500.0,2.57,84756,39287,2.6,722.33,3.9,88.9,1307740.0,27.3,50.0,4700.0,93536,84345,116.8,122879.0,1107727.0,7327,2506,3961,283.0,6808,493,6414
3103,taylorcounty,20689,wi,taylorcountywi,231,8388,330,409,109.0,2,4218,4757,1419,34,5445,6182,1971,45,16948.0,19188,5933,134,2645,2992.0,1051,16,19.6,23.3,5.7,15.1,88.4,1408.0,0.5,0.6,0.5,2.4,0.1,1.1,97.3,95.3,76.6,8614.0,10789.0,137800.0,2.34,53020,27506,1.4,974.88,4.4,89.3,817649.0,22.8,49.1,1274.0,19913,20689,21.2,12969.0,238340.0,1707,471,1008,0.0,1644,183,1433
3104,trempealeaucounty,28816,wi,trempealeaucountywi,512,11524,452,520,10.0,0,5540,6097,150,0,6255,7004,172,0,23038.0,25381,672,0,3549,3952.0,105,0,18.4,25.1,7.1,19.3,90.7,2082.0,1.2,0.7,0.6,9.0,0.1,1.2,96.3,88.9,73.0,12005.0,13328.0,156000.0,2.42,58548,28902,4.4,732.97,9.1,89.4,1786735.0,22.8,49.4,1717.0,30760,28816,39.3,25387.0,322776.0,2759,763,1404,72.0,2597,203,2357
3105,vernoncounty,29773,wi,vernoncountywi,390,11616,731,908,107.0,0,6115,7151,953,0,8057,9589,1539,0,22216.0,26447,4035,0,3269,4189.0,687,0,20.0,26.0,6.8,22.4,89.4,2537.0,0.3,0.4,0.5,1.6,0.0,1.1,97.7,96.3,77.8,12071.0,14268.0,157200.0,2.5,52459,26198,1.2,791.58,9.8,92.0,275805.0,25.3,49.6,1666.0,30714,29773,37.6,19452.0,320360.0,2985,979,1380,39.0,2876,164,2677
3106,vilascounty,21430,wi,vilascountywi,190,9658,258,305,19.0,0,2899,3417,280,0,6252,7340,651,0,17451.0,19766,2169,0,4729,5185.0,749,0,31.0,16.9,4.4,29.1,93.7,2448.0,10.9,0.6,0.4,2.8,0.0,1.5,86.5,84.9,77.7,10921.0,26371.0,202900.0,1.97,47072,33316,1.6,856.6,2.9,88.1,38978.0,19.9,49.2,2059.0,23047,21430,25.0,125995.0,269126.0,2550,694,1233,88.0,2366,262,2166
3107,walworthcounty,102228,wi,walworthcountywi,2709,39699,1104,1633,0.0,0,18052,21995,0,0,18231,24393,0,0,74581.0,91597,0,0,10101,12380.0,0,0,18.4,20.3,4.8,28.8,90.8,7105.0,0.5,1.1,1.2,11.2,0.1,1.4,95.8,85.3,68.6,40874.0,52946.0,203400.0,2.45,63776,32302,5.7,555.13,9.5,83.5,2705756.0,24.3,50.0,5057.0,106478,102228,184.2,288060.0,1234449.0,8511,2415,4918,444.0,7778,851,7221
3108,washburncounty,15911,wi,washburncountywi,205,6916,157,233,36.0,0,2258,2823,392,0,3535,4492,725,0,11732.0,14281,2517,0,2467,3032.0,646,0,27.4,18.8,4.5,23.0,92.2,1458.0,1.8,0.7,0.4,2.0,0.1,1.7,95.4,93.9,80.0,7236.0,13425.0,157400.0,2.14,50280,29584,1.1,797.11,1.9,88.9,198882.0,24.5,50.4,1492.0,16623,15911,20.0,24973.0,195998.0,2041,532,1068,52.0,1943,152,1742
3109,washingtoncounty,131887,wi,washingtoncountywi,1143,51605,668,1422,0.0,0,18204,27460,0,0,9331,16532,0,0,72300.0,109428,0,0,8806,2416.0,0,0,18.5,21.6,5.2,31.5,94.9,8576.0,0.4,1.5,1.4,3.3,0.0,1.3,95.5,92.5,77.5,54302.0,57523.0,236200.0,2.47,77663,39055,2.6,430.7,4.0,90.6,3740659.0,24.5,50.3,8387.0,136761,131887,306.2,165449.0,1813644.0,10017,2886,5376,308.0,9220,864,8330
3110,waukeshacounty,389891,wi,waukeshacountywi,5650,152663,2697,4721,0.0,0,52032,80476,0,0,24629,44178,0,0,208226.0,328972,0,0,27383,2416.0,0,0,19.2,21.3,5.2,44.5,96.2,28498.0,0.3,3.8,1.8,4.9,0.1,1.5,92.5,88.0,76.3,158808.0,167953.0,282300.0,2.49,87277,46073,5.1,549.57,7.1,88.9,15221210.0,24.0,50.8,20616.0,406978,389891,709.4,725232.0,6616826.0,35566,10082,20304,1895.0,32227,3090,29954
3111,waupacacounty,52410,wi,waupacacountywi,1635,21387,509,865,29.0,0,8099,10356,316,0,9062,12065,363,0,37103.0,46028,1521,0,6881,8379.0,295,0,21.3,20.2,5.0,19.9,91.8,3083.0,0.8,0.6,0.5,3.3,0.0,1.2,96.8,94.0,73.7,22305.0,26005.0,149900.0,2.23,58693,32000,2.1,747.71,3.9,87.9,2587243.0,23.4,49.3,4324.0,51812,52410,70.1,64515.0,541573.0,4388,1133,2328,89.0,4138,274,3861
3112,wausharacounty,24496,wi,wausharacountywi,1261,9949,393,491,29.0,0,3718,4442,462,0,6078,7202,506,0,20147.0,22851,2284,0,4157,4587.0,386,0,25.0,18.2,4.7,16.3,86.8,1560.0,0.8,0.5,2.1,6.4,0.1,1.3,95.2,89.5,81.6,9934.0,15195.0,146100.0,2.31,52810,28580,2.9,626.15,7.8,89.2,369452.0,27.0,47.4,2072.0,24520,24496,39.1,24769.0,219479.0,1908,564,1079,71.0,1756,273,1532
3113,winnebagocounty,166994,wi,winnebagocountywi,8239,67875,1235,2478,7.0,0,18592,29270,70,0,16714,34223,75,0,82598.0,135416,429,0,10404,17580.0,90,0,16.8,20.4,5.5,28.3,92.9,8625.0,0.8,3.1,2.5,4.4,0.1,1.8,91.8,88.0,65.2,70594.0,76303.0,152500.0,2.3,58543,32571,3.5,434.49,6.4,83.0,11476462.0,18.5,49.7,11081.0,171730,166994,384.3,234584.0,2064921.0,10556,2819,6103,581.0,9309,1299,8403
3114,woodcounty,74749,wi,woodcountywi,891,31598,545,1164,90.0,0,9774,13523,1447,3,10764,17271,1786,2,41624.0,59094,5820,7,6283,9799.0,776,0,21.1,21.6,5.7,21.6,92.7,3960.0,1.0,2.0,1.0,3.2,0.0,1.3,94.7,92.0,72.4,32332.0,35488.0,131900.0,2.23,54913,31425,2.4,793.12,4.6,87.9,2482409.0,19.5,50.8,5264.0,74207,74749,94.2,78641.0,1101719.0,4860,1240,2660,138.0,4482,403,3982
